id,lat,lng,route
2CC4,-36.9106178283691,174.816787719727,32102-20170928152758_v59.3
56F1,-37.0191421508789,174.862121582031,36101-20170928152758_v59.3
665C,-36.9322814941406,174.912109375,03101-20170928152758_v59.3
5E4C,-36.878101348877,174.780624389648,50004-20170928152758_v59.3
36B7,-36.8443336486816,174.765335083008,79702-20170928152758_v59.3
37DB,-36.8462982177734,174.768463134766,62502-20170928152758_v59.3
36CB,-36.852165222168,174.778381347656,79902-20170928152758_v59.3
36B9,-36.852367401123,174.763885498047,79702-20170928152758_v59.3
5E6D,-36.9302597045898,174.911987304688,35301-20170928152758_v59.3
37EB,-36.6126098632812,174.679092407227,98301-20170928152758_v59.3
67F1,-36.9930686950684,174.877822875977,32502-20170928152758_v59.3
57EC,-36.9093170166016,174.683502197266,18603-20170928152758_v59.3
36CD,-36.8481979370117,174.762298583984,79801-20170928152758_v59.3
5C36,-36.9095344543457,174.669128417969,15406-20170928152758_v59.3
37B7,-36.864631652832,174.763519287109,31201-20170928152758_v59.3
5E4A,-36.9627265930176,174.839126586914,57501-20170928152758_v59.3
307D,-36.851261138916,174.761901855469,11005-20170928152758_v59.3
5EBD,-36.9289169311523,174.912399291992,50004-20170928152758_v59.3
521B,-36.8063278198242,174.70588684082,97301-20170928152758_v59.3
5E6F,-36.8901329040527,174.908706665039,55211-20170928152758_v59.3
56E7,-36.9558982849121,174.87141418457,36101-20170928152758_v59.3
521D,-36.8580513000488,174.756393432617,96605-20170928152758_v59.3
2F78,-36.868782043457,174.751037597656,24913-20170928152758_v59.3
36CA,-36.871509552002,174.777069091797,79801-20170928152758_v59.3
2CB0,-36.6408386230469,174.757354736328,98204-20170928152758_v59.3
2C41,-36.8925361633301,174.769973754883,29901-20170928152758_v59.3
36B5,-36.8533668518066,174.763519287109,79702-20170928152758_v59.3
2CAE,-36.8870811462402,174.747451782227,25501-20170928152758_v59.3
5A46,-36.8965492248535,174.615264892578,14101-20170928152758_v59.3
37E5,-36.8740653991699,174.849746704102,65501-20170928152758_v59.3
3A99,-36.8710823059082,174.761352539062,27702-20170928152758_v59.3
3A9E,-36.8583641052246,174.763671875,27402-20170928152758_v59.3
AMP        646,-37.0617218017578,174.944046020508,20439-20170928152758_v59.3
5E94,-36.8640670776367,174.771133422852,55002-20170928152758_v59.3
7D9B,-36.780345916748,174.992446899414,00204-20170928152758_v59.3
5E64,-36.8967018127441,174.890563964844,56501-20170928152758_v59.3
36F0,-36.8534317016602,174.763336181641,60601-20170928152758_v59.3
37C3,-36.8511161804199,174.764282226562,30201-20170928152758_v59.3
2C40,-36.8855018615723,174.770736694336,29902-20170928152758_v59.3
3AAF,-36.8528518676758,174.769424438477,88104-20170928152758_v59.3
2CB5,-36.8728141784668,174.777114868164,88103-20170928152758_v59.3
5FC0,-36.8661155700684,174.770767211914,55001-20170928152758_v59.3
36C0,-36.8596687316895,174.713912963867,72101-20170928152758_v59.3
567A,-36.7221832275391,174.712677001953,10002-20170928152758_v59.3
36C3,-36.8521156311035,174.720245361328,73102-20170928152758_v59.3
3A9B,-36.8442611694336,174.768371582031,27701-20170928152758_v59.3
AMP        362,-37.0284194946289,174.902694702148,20328-20170928152758_v59.3
57EF,-36.8224182128906,174.610885620117,12003-20170928152758_v59.3
5C3D,-36.8642730712891,174.733688354492,13302-20170928152758_v59.3
560C,-37.0646057128906,174.945724487305,03302-20170928152758_v59.3
2C91,-36.8945159912109,174.7353515625,24303-20170928152758_v59.3
567C,-36.8212013244629,174.749969482422,10004-20170928152758_v59.3
5E48,-36.9008026123047,174.949340820312,55001-20170928152758_v59.3
577A,-36.7733688354492,174.767623901367,80303-20170928152758_v59.3
65FA,-36.9424324035645,174.787368774414,38012-20170928152758_v59.3
36CC,-36.8446655273438,174.766586303711,79902-20170928152758_v59.3
5FB7,-36.9457511901855,174.911865234375,50002-20170928152758_v59.3
AMP        605,-36.9766616821289,174.8486328125,20439-20170928152758_v59.3
7DE6,-36.7800827026367,174.992004394531,00402-20170928152758_v59.3
7D98,-36.7884063720703,175.081192016602,00104-20170928152758_v59.3
2C49,-36.9034996032715,174.7421875,25502-20170928152758_v59.3
380C,-36.8483924865723,174.773345947266,32101-20170928152758_v59.3
36E1,-36.8458671569824,174.767669677734,75703-20170928152758_v59.3
3BCC,-36.8700828552246,174.711288452148,01803-20170928152758_v59.3
373E,-36.7946014404297,174.74462890625,91301-20170928152758_v59.3
2C4F,-36.8838005065918,174.732894897461,00708-20170928152758_v59.3
37E0,-36.861499786377,174.782287597656,73102-20170928152758_v59.3
57F4,-36.7574996948242,174.723739624023,12003-20170928152758_v59.3
378D,-36.8928680419922,174.786499023438,32101-20170928152758_v59.3
5A4C,-36.8959999084473,174.69694519043,00802-20170928152758_v59.3
372A,-36.8443336486816,174.765335083008,02002-20170928152758_v59.3
5A53,-36.8945007324219,174.694869995117,13804-20170928152758_v59.3
59DB,-36.8814811706543,174.631317138672,14205-20170928152758_v59.3
2CB9,-36.8708343505859,174.709854125977,00707-20170928152758_v59.3
2A43,-36.8736686706543,174.759689331055,25802-20170928152758_v59.3
55F3,-37.0146484375,174.874694824219,36502-20170928152758_v59.3
2F6F,-36.8731155395508,174.743515014648,24308-20170928152758_v59.3
59C3,-36.7144470214844,174.745544433594,88602-20170928152758_v59.3
5FB4,-36.8463325500488,174.771636962891,55001-20170928152758_v59.3
678B,-36.8710098266602,174.777679443359,30902-20170928152758_v59.3
55FE,-37.019401550293,174.910507202148,36602-20170928152758_v59.3
37F5,-36.8578681945801,174.760848999023,79801-20170928152758_v59.3
5E66,-36.9581832885742,174.870010375977,57502-20170928152758_v59.3
37F8,-36.8578491210938,174.759567260742,79902-20170928152758_v59.3
3BC7,-36.892017364502,174.695663452148,01803-20170928152758_v59.3
523C,-36.803882598877,174.703964233398,97401-20170928152758_v59.3
36D1,-36.8582153320312,174.762817382812,79902-20170928152758_v59.3
5C4F,-36.8679847717285,174.720428466797,13301-20170928152758_v59.3
560A,-37.0134887695312,174.875564575195,36501-20170928152758_v59.3
AMP        334,-37.0006790161133,174.861633300781,50150-20170928152758_v59.3
37D6,-36.6215515136719,174.671798706055,98501-20170928152758_v59.3
37C0,-36.85986328125,174.830337524414,71902-20170928152758_v59.3
30B2,-36.8499336242676,174.761337280273,24303-20170928152758_v59.3
57E9,-36.9058837890625,174.675872802734,16102-20170928152758_v59.3
2C4D,-36.8931503295898,174.779418945312,00707-20170928152758_v59.3
AMP        471,-36.9423408508301,174.832565307617,20328-20170928152758_v59.3
5C41,-36.9029312133789,174.689712524414,13803-20170928152758_v59.3
67F0,-36.9574699401855,174.866149902344,32502-20170928152758_v59.3
36EE,-36.8703155517578,174.879089355469,75704-20170928152758_v59.3
5A28,-36.8762321472168,174.646774291992,13105-20170928152758_v59.3
2CC6,-36.8086814880371,174.606323242188,12203-20170928152758_v59.3
2F64,-36.8875846862793,174.685012817383,22105-20170928152758_v59.3
5ADC,-36.9092483520508,174.683746337891,00905-20170928152758_v59.3
2A47,-36.913932800293,174.730880737305,25802-20170928152758_v59.3
2C4E,-36.8534812927246,174.767761230469,25801-20170928152758_v59.3
36E0,-36.8454360961914,174.767791748047,62501-20170928152758_v59.3
36EA,-36.8801155090332,174.794036865234,77002-20170928152758_v59.3
5E9E,-36.9581260681152,174.912063598633,50001-20170928152758_v59.3
7D96,-36.8192977905273,175.058380126953,00202-20170928152758_v59.3
56F6,-37.0665817260742,174.943801879883,37602-20170928152758_v59.3
30A2,-36.8825187683105,174.717422485352,22305-20170928152758_v59.3
37F7,-36.8480491638184,174.757034301758,79902-20170928152758_v59.3
37F2,-36.8458518981934,174.76628112793,79702-20170928152758_v59.3
2A49,-36.8505401611328,174.762634277344,29901-20170928152758_v59.3
55F2,-37.058650970459,174.94075012207,37102-20170928152758_v59.3
65FB,-36.9794998168945,174.854400634766,38012-20170928152758_v59.3
5A33,-36.879467010498,174.631942749023,13106-20170928152758_v59.3
57FC,-36.9196319580078,174.675567626953,19507-20170928152758_v59.3
5ECD,-36.8658676147461,174.90837097168,55211-20170928152758_v59.3
AMP        511,-36.8488502502441,174.776275634766,20326-20170928152758_v59.3
5E61,-36.8805847167969,174.913192749023,54501-20170928152758_v59.3
36D5,-36.8448219299316,174.76741027832,79801-20170928152758_v59.3
5E9C,-36.9047164916992,174.933044433594,58001-20170928152758_v59.3
57EA,-36.9090995788574,174.684234619141,10701-20170928152758_v59.3
30AD,-36.9006652832031,174.666412353516,16201-20170928152758_v59.3
5EED,-36.8640670776367,174.771133422852,50002-20170928152758_v59.3
2C94,-36.8518981933594,174.77033996582,24912-20170928152758_v59.3
590C,-37.0649909973145,174.946197509766,37202-20170928152758_v59.3
5A29,-36.916316986084,174.780487060547,00905-20170928152758_v59.3
3AA2,-36.8935508728027,174.758773803711,27701-20170928152758_v59.3
37D3,-36.8500328063965,174.776596069336,70304-20170928152758_v59.3
665B,-36.9812316894531,174.835693359375,31302-20170928152758_v59.3
AMP        687,-36.8902015686035,174.630996704102,10234-20170928152758_v59.3
2F60,-36.8982810974121,174.649765014648,01405-20170928152758_v59.3
2CB8,-36.848030090332,174.76171875,03001-20170928152758_v59.3
5A55,-36.8213157653809,174.626678466797,11201-20170928152758_v59.3
2F6C,-36.8232154846191,174.610794067383,01408-20170928152758_v59.3
5EC1,-36.9931526184082,174.878631591797,35302-20170928152758_v59.3
520B,-36.781566619873,174.721038818359,95502-20170928152758_v59.3
AMP        580,-36.8566207885742,174.825698852539,50151-20170928152758_v59.3
2F67,-36.8479766845703,174.757614135742,22305-20170928152758_v59.3
ADL        805,-37.0657119750977,174.946975708008,30117-20170928152758_v59.3
678D,-36.9687881469727,174.800170898438,30902-20170928152758_v59.3
2C5C,-36.8723678588867,174.752227783203,25502-20170928152758_v59.3
5EC3,-36.9271507263184,174.918701171875,57501-20170928152758_v59.3
55F7,-37.0649490356445,174.946304321289,37301-20170928152758_v59.3
2C92,-36.9091300964355,174.684066772461,22308-20170928152758_v59.3
37CF,-36.9103012084961,174.797821044922,31201-20170928152758_v59.3
AMP        552,-36.8462791442871,174.775085449219,10228-20170928152758_v59.3
5A30,-36.8573837280273,174.636627197266,14601-20170928152758_v59.3
3A9F,-36.8544120788574,174.767822265625,27401-20170928152758_v59.3
588F,-36.7602348327637,174.723388671875,88002-20170928152758_v59.3
57EE,-37.0611343383789,174.941116333008,03302-20170928152758_v59.3
588B,-36.7805366516113,174.721633911133,90504-20170928152758_v59.3
65F8,-36.9310684204102,174.782531738281,38011-20170928152758_v59.3
36C5,-36.8838768005371,174.733047485352,72101-20170928152758_v59.3
2C95,-36.8658485412598,174.761184692383,25501-20170928152758_v59.3
58B2,-36.7514839172363,174.727996826172,88601-20170928152758_v59.3
AMP        415,-36.8903388977051,174.798583984375,40067-20170928152758_v59.3
5E9B,-36.9163818359375,174.914398193359,54502-20170928152758_v59.3
525D,-36.8115653991699,174.745529174805,97401-20170928152758_v59.3
57EB,-36.9094161987305,174.683410644531,17205-20170928152758_v59.3
37BC,-36.8531494140625,174.803436279297,74502-20170928152758_v59.3
5E6A,-36.9260177612305,174.891738891602,56502-20170928152758_v59.3
5E75,-36.9788665771484,174.902633666992,58001-20170928152758_v59.3
36DF,-36.845817565918,174.821502685547,76901-20170928152758_v59.3
5E6C,-36.9094505310059,174.928207397461,58002-20170928152758_v59.3
57ED,-37.0617294311523,174.941604614258,36502-20170928152758_v59.3
582B,-36.7296905517578,174.701644897461,56001-20170928152758_v59.3
37ED,-36.8501014709473,174.857803344727,76701-20170928152758_v59.3
373F,-36.7590446472168,174.740951538086,84302-20170928152758_v59.3
373A,-36.8261985778809,174.796524047852,81301-20170928152758_v59.3
67EB,-36.9687461853027,174.79997253418,32502-20170928152758_v59.3
36C6,-36.8800811767578,174.725784301758,73102-20170928152758_v59.3
2A40,-36.8626823425293,174.761306762695,25502-20170928152758_v59.3
375D,-36.6216888427734,174.671493530273,98105-20170928152758_v59.3
2CBA,-36.8639373779297,174.734634399414,11006-20170928152758_v59.3
67EE,-36.9760513305664,174.894149780273,32501-20170928152758_v59.3
7D97,-36.7817840576172,175.046249389648,00201-20170928152758_v59.3
2CC1,-36.8467178344727,174.618865966797,01405-20170928152758_v59.3
67EF,-36.9739685058594,174.826705932617,31301-20170928152758_v59.3
5FBD,-36.9001502990723,174.855377197266,50005-20170928152758_v59.3
37DC,-36.5866012573242,174.686584472656,98401-20170928152758_v59.3
2A48,-36.8887825012207,174.746780395508,25801-20170928152758_v59.3
59C0,-36.696460723877,174.742645263672,88705-20170928152758_v59.3
2F77,-36.8713188171387,174.699081420898,11005-20170928152758_v59.3
665A,-36.9674530029297,174.858535766602,31402-20170928152758_v59.3
5E4F,-36.8981170654297,174.823287963867,55002-20170928152758_v59.3
5A52,-36.9095344543457,174.684127807617,15201-20170928152758_v59.3
AMP        456,-36.994499206543,174.876068115234,50151-20170928152758_v59.3
2A3C,-36.9117164611816,174.73942565918,26701-20170928152758_v59.3
2CC5,-36.8811683654785,174.775833129883,30201-20170928152758_v59.3
36D3,-36.8470802307129,174.743835449219,79902-20170928152758_v59.3
5A3D,-36.8952331542969,174.713119506836,00803-20170928152758_v59.3
2F7B,-36.8514251708984,174.758865356445,22105-20170928152758_v59.3
2C55,-36.8659782409668,174.770324707031,31202-20170928152758_v59.3
5E4E,-36.9113311767578,174.862747192383,55001-20170928152758_v59.3
2C8A,-36.902961730957,174.724487304688,24912-20170928152758_v59.3
AMP        294,-36.875171661377,174.735046386719,10228-20170928152758_v59.3
56BB,-36.9946327209473,174.877944946289,03302-20170928152758_v59.3
37FB,-36.8823509216309,174.80859375,00708-20170928152758_v59.3
AMP        319,-36.9027481079102,174.844039916992,50151-20170928152758_v59.3
2F7C,-36.8483657836914,174.763061523438,24308-20170928152758_v59.3
36F3,-36.8674507141113,174.729034423828,01002-20170928152758_v59.3
2F69,-36.8578758239746,174.764083862305,22308-20170928152758_v59.3
AMP        674,-36.877628326416,174.720947265625,10235-20170928152758_v59.3
65F7,-36.9892997741699,174.873321533203,38011-20170928152758_v59.3
37FA,-36.975658416748,174.856536865234,32102-20170928152758_v59.3
3A9C,-36.8793182373047,174.76123046875,27401-20170928152758_v59.3
37E1,-36.8812103271484,174.76203918457,72101-20170928152758_v59.3
37D8,-36.8527984619141,174.767166137695,72101-20170928152758_v59.3
307A,-36.8966178894043,174.701049804688,22106-20170928152758_v59.3
672E,-36.9157829284668,174.840270996094,03202-20170928152758_v59.3
2CC0,-36.8709297180176,174.768463134766,32102-20170928152758_v59.3
374A,-36.8998184204102,174.793823242188,39001-20170928152758_v59.3
307B,-36.8717269897461,174.746047973633,22105-20170928152758_v59.3
5C4D,-36.8207168579102,174.609527587891,11401-20170928152758_v59.3
36F5,-36.8672256469727,174.776031494141,50501-20170928152758_v59.3
5C40,-36.864631652832,174.646728515625,13403-20170928152758_v59.3
37F3,-36.8556976318359,174.7587890625,01804-20170928152758_v59.3
AMP        497,-36.8622093200684,174.781433105469,10235-20170928152758_v59.3
30B3,-36.8515663146973,174.765869140625,87502-20170928152758_v59.3
523D,-36.8110618591309,174.725921630859,97602-20170928152758_v59.3
AMP        253,-36.8720817565918,174.778778076172,20439-20170928152758_v59.3
AMP        144,-36.8989791870117,174.848373413086,50140-20170928152758_v59.3
37F4,-36.8676490783691,174.778121948242,79801-20170928152758_v59.3
5A4A,-36.8829498291016,174.632888793945,14301-20170928152758_v59.3
5C42,-36.9164505004883,174.778442382812,00802-20170928152758_v59.3
5A45,-36.7949333190918,174.656845092773,11402-20170928152758_v59.3
2F6E,-36.8478660583496,174.758148193359,22305-20170928152758_v59.3
5C49,-36.8553657531738,174.758666992188,13201-20170928152758_v59.3
65FC,-37.0031814575195,174.783828735352,38012-20170928152758_v59.3
5A57,-36.8070831298828,174.641311645508,11202-20170928152758_v59.3
36D0,-36.8707160949707,174.777206420898,79902-20170928152758_v59.3
56FB,-37.0216827392578,174.894836425781,03302-20170928152758_v59.3
3BC8,-36.8519668579102,174.76091003418,01803-20170928152758_v59.3
57FF,-36.7876052856445,174.771026611328,92202-20170928152758_v59.3
5E73,-36.9282341003418,174.90299987793,56501-20170928152758_v59.3
380A,-36.8453826904297,174.769729614258,50502-20170928152758_v59.3
67EC,-36.8879013061523,174.775314331055,30901-20170928152758_v59.3
7D9C,-36.7979164123535,175.041122436523,00103-20170928152758_v59.3
37C1,-36.852668762207,174.704284667969,03003-20170928152758_v59.3
560D,-36.9674339294434,174.858673095703,03301-20170928152758_v59.3
AMP        279,-36.8707313537598,174.778732299805,40056-20170928152758_v59.3
2CA7,-36.9220657348633,174.712066650391,25801-20170928152758_v59.3
666C,-36.9420280456543,174.767440795898,30902-20170928152758_v59.3
5C3C,-36.9157829284668,174.840270996094,00905-20170928152758_v59.3
2CAB,-36.9034996032715,174.7421875,26702-20170928152758_v59.3
308D,-36.8733673095703,174.627807617188,01408-20170928152758_v59.3
36E2,-36.8620185852051,174.782028198242,63501-20170928152758_v59.3
560E,-36.9870834350586,174.881469726562,03301-20170928152758_v59.3
5A3E,-36.938117980957,174.837936401367,00802-20170928152758_v59.3
2CA1,-36.9130935668945,174.800857543945,31202-20170928152758_v59.3
